node_id,name,id,node_type,is_hub
716,methoxsalen,4114.0,compound,food
717,methyl_salicylate,4133.0,compound,food
718,Myristicin,4276.0,compound,food
719,"1-(4-{[4,5-dihydroxy-6-(hydroxymethyl)-3-[(3,4,5-trihydroxy-6-methyloxan-2-yl)oxy]oxan-2-yl]oxy}-2,6-dihydroxyphenyl)-3-(3-hydroxy-4-methoxyphenyl)propan-1-one",4453.0,compound,food
720,papaverine,4680.0,compound,food
721,phloretin,4788.0,compound,food
722,propyl_gallate,4947.0,compound,food
723,resorcinol,5054.0,compound,food
724,safrole,5144.0,compound,food
725,stearic_acid,5281.0,compound,food
726,theobromine,5429.0,compound,food
727,triacetin,5541.0,compound,food
728,tyramine,5610.0,compound,food
729,10-Undecenoic_Acid,5634.0,compound,food
730,D-Sorbitol,5780.0,compound,food
731,L-aspartic_acid,5960.0,compound,food
732,L-lysine,5962.0,compound,food
733,Allyl_Isothiocyanate,5971.0,compound,food
734,Tributyrin,6050.0,compound,food
735,2-Phenylethanol,6054.0,compound,food
736,Phlorizin,6072.0,compound,food
737,L-phenylalanine,6140.0,compound,food
738,Hexanal,6184.0,compound,food
739,Thiamine_Hydrochloride,6202.0,compound,food
740,Dimethyl_sulfone,6213.0,compound,food
741,D-mannitol,6251.0,compound,food
742,L-histidine,6274.0,compound,food
743,1-Pentanol,6276.0,compound,food
744,L-arginine,6322.0,compound,food
745,Ethanamine,6341.0,compound,food
746,Ethanethiol,6343.0,compound,food
747,Dichloromethane,6344.0,compound,food
748,Isopropylamine,6363.0,compound,food
749,2-Propanethiol,6364.0,compound,food
750,2-Methyl-2-Butanol,6405.0,compound,food
751,Bornyl_Acetate,6448.0,compound,food
752,3-Methyl-3-Pentanol,6493.0,compound,food
753,Triethyl_Citrate,6506.0,compound,food
754,Linalyl_isobutyrate,6532.0,compound,food
755,Isophorone,6544.0,compound,food
756,Linalool,6549.0,compound,food
757,Isobutylamine,6558.0,compound,food
758,2-Methyl-1-propanol,6560.0,compound,food
759,Isobutyraldehyde,6561.0,compound,food
760,2-Butanol,6568.0,compound,food
761,2-Butanone,6569.0,compound,food
762,Methyl_Acetate,6584.0,compound,food
763,Isobutyric_Acid,6590.0,compound,food
764,Camphene,6616.0,compound,food
765,Alpha-Pinene,6654.0,compound,food
766,80-71-7,6660.0,compound,food
767,3-Methylindole,6736.0,compound,food
768,Methyl_2-(methylamino)benzoate,6826.0,compound,food
769,Isoamyl_salicylate,6874.0,compound,food
770,Ethyl_2-aminobenzoate,6877.0,compound,food
771,2-Ethylbutyric_Acid,6915.0,compound,food
772,2-Furoic_Acid,6919.0,compound,food
773,2-Acetylthiophene,6920.0,compound,food
774,2-Isopropylphenol,6943.0,compound,food
775,Guaiene,6949.0,compound,food
776,"2',4'-Dimethylacetophenone",6985.0,compound,food
777,2-Isopropyl-5-methylcyclohexanone,6986.0,compound,food
778,Piperitone,6987.0,compound,food
779,Pulegone,6988.0,compound,food
780,Thymol,6989.0,compound,food
781,Salicylaldehyde,6998.0,compound,food
782,1-Methylnaphthalene,7002.0,compound,food
783,"2,6-Dimethoxyphenol",7041.0,compound,food
784,"1,2-Dimethoxybenzene",7043.0,compound,food
785,Quinoline,7047.0,compound,food
786,2-Methylnaphthalene,7055.0,compound,food
787,6-Methylquinoline,7059.0,compound,food
788,Biphenyl,7095.0,compound,food
789,Methyleugenol,7127.0,compound,food
790,Acetyleugenol,7136.0,compound,food
791,2-Methoxy-4-Methylphenol,7144.0,compound,food
792,2-Phenylpropanal,7146.0,compound,food
793,Propiophenone,7148.0,compound,food
794,Methyl_Benzoate,7150.0,compound,food
795,Methyl_Nicotinate,7151.0,compound,food
796,Ethyl_Benzoate,7165.0,compound,food
797,Isopentyl_benzoate,7193.0,compound,food
798,Phenethyl_benzoate,7194.0,compound,food
799,Benzothiazole,7222.0,compound,food
800,O-Xylene,7237.0,compound,food
801,"1,2,4-Trimethylbenzene",7247.0,compound,food
802,"3,4-Dimethylphenol",7249.0,compound,food
803,"2,5-Dimethylphenol",7267.0,compound,food
804,2-Methylbutyraldehyde,7284.0,compound,food
805,3-Pentanone,7288.0,compound,food
806,gamma-Butyrolactone,7302.0,compound,food
807,Carvyl_Acetate,7335.0,compound,food
808,2-Methylpentanoic_acid,7341.0,compound,food
809,Ethyl_Isobutyrate,7342.0,compound,food
810,Ethyl_Lactate,7344.0,compound,food
811,Isobutyl_isobutyrate,7351.0,compound,food
812,Butyl_isobutyrate,7353.0,compound,food
813,2-Ethylbutanal,7359.0,compound,food
814,Tetrahydrofurfuryl_Alcohol,7360.0,compound,food
815,Furfuryl_Alcohol,7361.0,compound,food
816,2-Furaldehyde,7362.0,compound,food
817,Furfuryl_mercaptan,7363.0,compound,food
818,Thiophene-2-carbaldehyde,7364.0,compound,food
819,4-tert-Butylphenol,7393.0,compound,food
820,1-Phenylethanol,7409.0,compound,food
821,Acetophenone,7410.0,compound,food
822,Carveol,7438.0,compound,food
823,Carvone,7439.0,compound,food
824,Methyl_4-hydroxybenzoate,7456.0,compound,food
825,p-Menthane,7459.0,compound,food
826,Alpha-Phellandrene,7460.0,compound,food
827,Gamma-Terpinene,7461.0,compound,food
828,Alpha-Terpinene,7462.0,compound,food
829,P-Cymene,7463.0,compound,food
830,4-Isopropylphenol,7465.0,compound,food
831,4'-Hydroxyacetophenone,7469.0,compound,food
832,4'-Methoxyacetophenone,7476.0,compound,food
833,4-Methoxybenzoic_Acid,7478.0,compound,food
834,Styrene,7501.0,compound,food
835,Benzyl_Mercaptan,7509.0,compound,food
836,Anisole,7519.0,compound,food
837,Thioanisole,7520.0,compound,food
838,2-Ethylpyridine,7523.0,compound,food
839,2-Methyl-1-phenyl-2-propanol,7531.0,compound,food
840,Methyl_Phenylacetate,7559.0,compound,food
841,Diphenyl_oxide,7583.0,compound,food
842,Ethyl_Phenylacetate,7590.0,compound,food
843,102-19-2,7600.0,compound,food
844,Methyl_3-phenylpropionate,7643.0,compound,food
845,Benzyl_isobutyrate,7646.0,compound,food
846,Benzyl_butyrate,7650.0,compound,food
847,Benzyl_isovalerate,7651.0,compound,food
848,Phenethyl_acetate,7654.0,compound,food
849,Phenethyl_isobutyrate,7655.0,compound,food
850,Benzyl_ether,7657.0,compound,food
851,Phenethyl_butyrate,7658.0,compound,food
852,103-61-7,7664.0,compound,food
853,4-Methoxybenzyl_acetate,7695.0,compound,food
854,104-50-7,7704.0,compound,food
855,3-Phenylpropanal,7707.0,compound,food
856,Benzyl_formate,7708.0,compound,food
857,gamma-Nonanolactone,7710.0,compound,food
858,2-Phenylethyl_formate,7711.0,compound,food
859,Gamma-undecalactone,7714.0,compound,food
860,2-Ethylhexan-1-ol,7720.0,compound,food
861,p-Tolualdehyde,7725.0,compound,food
862,5-Ethyl-2-methylpyridine,7728.0,compound,food
863,4-Methylanisole,7731.0,compound,food
864,4-Methoxybenzyl_Alcohol,7738.0,compound,food
865,gamma-Heptalactone,7742.0,compound,food
866,Ethyl_Propionate,7749.0,compound,food
867,3-Methylvaleric_acid,7755.0,compound,food
868,Diethyl_Malonate,7761.0,compound,food
869,Ethyl_Butyrate,7762.0,compound,food
870,Acetal,7765.0,compound,food
871,Propyl_butyrate,7770.0,compound,food
872,Isoamyl_propionate,7772.0,compound,food
873,Isobutyl_hexanoate,7775.0,compound,food
874,Citronellyl_formate,7778.0,compound,food
875,"3,7-Dimethyl-1-octanol",7792.0,compound,food
876,Citronellal,7794.0,compound,food
877,Isoamyl_butyrate,7795.0,compound,food
878,Ethyl_Heptanoate,7797.0,compound,food
879,Ethyl_Octanoate,7799.0,compound,food
880,Ethyl_dodecanoate,7800.0,compound,food
881,3-Heptanone,7802.0,compound,food
882,Propyl_Propionate,7803.0,compound,food
883,P-Xylene,7809.0,compound,food
884,Dimethyl_Succinate,7820.0,compound,food
885,Methyl_Hexanoate,7824.0,compound,food
886,Methyl_Heptanoate,7826.0,compound,food
887,Acrolein,7847.0,compound,food
888,1-Propanethiol,7848.0,compound,food
889,Propylamine,7852.0,compound,food
890,Allyl_Alcohol,7858.0,compound,food
891,Hydroxycitronellal,7888.0,compound,food
892,Isoamylamine,7894.0,compound,food
893,2-Pentanone,7895.0,compound,food
894,"1,3-Butanediol",7896.0,compound,food
895,4-Methyl-2-pentanone,7909.0,compound,food
896,Isopropyl_Acetate,7915.0,compound,food
897,Acetic_Anhydride,7918.0,compound,food
898,gamma-Valerolactone,7921.0,compound,food
899,M-Xylene,7929.0,compound,food
900,"2,6-Dimethylpyridine",7937.0,compound,food
901,"2,6-Dimethylpyrazine",7938.0,compound,food
902,Dimethyl_malonate,7943.0,compound,food
903,Ethyl_Isovalerate,7945.0,compound,food
904,Mesitylene,7947.0,compound,food
905,"2,6-Dimethyl-4-heptanol",7957.0,compound,food
906,"2,6-Dimethyl-4-heptanone",7958.0,compound,food
907,Methylcyclohexane,7962.0,compound,food
908,Chlorobenzene,7964.0,compound,food
909,Cyclohexanol,7966.0,compound,food
910,Cyclohexanone,7967.0,compound,food
911,2-Methylpyridine,7975.0,compound,food
912,2-Methylpyrazine,7976.0,compound,food
913,Butyl_Isovalerate,7981.0,compound,food
914,Butyl_butyrate,7983.0,compound,food
915,Valeric_acid,7991.0,compound,food
916,Propyl_acetate,7997.0,compound,food
917,Pentane,8003.0,compound,food
918,Butylamine,8007.0,compound,food
919,1-Butanethiol,8012.0,compound,food
920,Diethylamine,8021.0,compound,food
921,Ethyl_Formate,8025.0,compound,food
922,Pyrrole,8027.0,compound,food
923,Isobutyl_Acetate,8038.0,compound,food
924,Isopropyl_Myristate,8042.0,compound,food
925,Ethyl_Decanoate,8048.0,compound,food
926,2-Heptanone,8051.0,compound,food
927,Isopentyl_formate,8052.0,compound,food
928,Hexane,8058.0,compound,food
929,Amylamine,8060.0,compound,food
930,Pentanal,8063.0,compound,food
931,Propyl_Formate,8073.0,compound,food
932,Diethyl_Disulfide,8077.0,compound,food
933,Piperidine,8082.0,compound,food
934,Methyl_octanoate,8091.0,compound,food
935,Octan-2-one,8093.0,compound,food
936,Heptanoic_Acid,8094.0,compound,food
937,1-Hexanol,8103.0,compound,food
938,1-Hexanethiol,8106.0,compound,food
939,Propyl_sulfide,8118.0,compound,food
940,Ethyl_Stearate,8122.0,compound,food
941,1-Heptanol,8129.0,compound,food
942,Heptanal,8130.0,compound,food
943,Methyl_Dodecanoate,8139.0,compound,food
944,Nonane,8141.0,compound,food
945,Nonanoic_Acid,8158.0,compound,food
946,Heptyl_acetate,8159.0,compound,food
947,2-Undecanone,8163.0,compound,food
948,Octyl_acetate,8164.0,compound,food
949,Decyl_Acetate,8167.0,compound,food
950,Heptyl_formate,8169.0,compound,food
951,1-Decanol,8174.0,compound,food
952,Decanal,8175.0,compound,food
953,Undecanoic_Acid,8180.0,compound,food
954,Methyl_Palmitate,8181.0,compound,food
955,Dodecane,8182.0,compound,food
956,1-Undecanol,8184.0,compound,food
957,Undecanal,8186.0,compound,food
958,10-Undecenal,8187.0,compound,food
959,1-Dodecanol,8193.0,compound,food
960,Dodecanal,8194.0,compound,food
961,Methyl_Stearate,8201.0,compound,food
962,Dodecyl_Acetate,8205.0,compound,food
963,Eicosane,8222.0,compound,food
964,2-Methyl-3-Buten-2-Ol,8257.0,compound,food
965,Linalyl_Acetate,8294.0,compound,food
966,2-Methylbutanoic_acid,8314.0,compound,food
967,Benzyl_Salicylate,8363.0,compound,food
968,Ethyl_salicylate,8365.0,compound,food
969,Maltol,8369.0,compound,food
970,2'-Hydroxyacetophenone,8375.0,compound,food
971,Isoquinoline,8405.0,compound,food
972,"3,4-Dimethoxybenzaldehyde",8419.0,compound,food
973,1-Phenylethyl_propionate,8432.0,compound,food
974,Piperonal,8438.0,compound,food
975,Cyclopentanone,8452.0,compound,food
976,Vanillic_acid,8468.0,compound,food
977,Methyl_4-Methoxybenzoate,8499.0,compound,food
978,4'-Methylacetophenone,8500.0,compound,food
979,Methyl_Anthranilate,8635.0,compound,food
980,Syringaldehyde,8655.0,compound,food
981,2-Methoxybenzaldehyde,8658.0,compound,food
982,Butyl_Benzoate,8698.0,compound,food
983,2-Methylbenzenethiol,8712.0,compound,food
984,2-Methyl-1-Butanol,8723.0,compound,food
985,Butyl_Lactate,8738.0,compound,food
986,Beta-Terpineol,8748.0,compound,food
987,"3,4-Dihydroxybenzaldehyde",8768.0,compound,food
988,Benzyl_Acetate,8785.0,compound,food
989,Phenylethyl_isovalerate,8792.0,compound,food
990,Estragole,8815.0,compound,food
991,Ethyl_Acrylate,8821.0,compound,food
992,Citronellyl_propionate,8834.0,compound,food
993,Citronellyl_butyrate,8835.0,compound,food
994,Citronellol,8842.0,compound,food
995,Ethyl_Acetate,8857.0,compound,food
996,Mesityl_Oxide,8858.0,compound,food
997,Hydroxycitronellal_dimethyl_acetal,8863.0,compound,food
998,ethyl_acetoacetate,8868.0,compound,food
999,Hexanoic_Acid,8892.0,compound,food
1000,Heptane,8900.0,compound,food
1001,Isopropyl_Palmitate,8907.0,compound,food
1002,Hexyl_acetate,8908.0,compound,food
1003,1-Nonanol,8914.0,compound,food
1004,Nonyl_Acetate,8918.0,compound,food
1005,4-Methoxyphenol,9015.0,compound,food
1006,"1,4-Dimethoxybenzene",9016.0,compound,food
1007,Citronellyl_acetate,9017.0,compound,food
1008,"1,3-Dimethoxybenzene",9025.0,compound,food
1009,Cianidanol,9064.0,compound,food
1010,Thiazole,9256.0,compound,food
1011,Pyrazine,9261.0,compound,food
1012,Piperonyl_Acetate,9473.0,compound,food
1013,3-Acetylpyridine,9589.0,compound,food
1014,Diethyl_sulfide,9609.0,compound,food
1015,6-Methyl-5-Hepten-2-One,9862.0,compound,food
1016,beta-Cyclocitral,9895.0,compound,food
1017,"1,4-Cineole",10106.0,compound,food
1018,483-77-2,10224.0,compound,food
1019,Dillapiole,10231.0,compound,food
1020,Elemicin,10248.0,compound,food
1021,Thymoquinone,10281.0,compound,food
1022,Piperitol,10282.0,compound,food
1023,2(5H)-Furanone,10341.0,compound,food
1024,Carvomenthone,10362.0,compound,food
1025,Carvacrol,10364.0,compound,food
1026,2-(4-Hydroxyphenyl)ethanol,10393.0,compound,food
1027,Citronellic_acid,10402.0,compound,food
1028,(E)-.beta.-Farnesene,10407.0,compound,food
1029,"6,10,14-Trimethylpentadecan-2-one",10408.0,compound,food
1030,Isovaleric_Acid,10430.0,compound,food
1031,3-methylthiopropanol,10448.0,compound,food
1032,"1,3-Dithiane",10451.0,compound,food
1033,"1,4-Dithiane",10452.0,compound,food
1034,"Bicyclo[2.2.1]heptane,_2-methyl-3-methylene-2-(4-methyl-3-pentenyl)-,_(1S-exo)-",10534.0,compound,food
1035,Isobutyl_mercaptan,10558.0,compound,food
1036,Myrtenol,10582.0,compound,food
1037,Bisabolol,10586.0,compound,food
1038,Apiole,10659.0,compound,food
1039,Flavone,10680.0,compound,food
1040,2-Isopropyltoluene,10703.0,compound,food
1041,2-Methylbenzaldehyde,10722.0,compound,food
1042,7-Methoxycoumarin,10748.0,compound,food
1043,"1,1-Dimethoxyethane",10795.0,compound,food
1044,2-Methylfuran,10797.0,compound,food
1045,M-Cymene,10812.0,compound,food
1046,1-(4-Methylphenyl)ethanol,10817.0,compound,food
1047,Perilla_alcohol,10819.0,compound,food
1048,3-Ethylpyridine,10823.0,compound,food
1049,(Ethoxymethyl)benzene,10873.0,compound,food
1050,Ethyl_pentanoate,10882.0,compound,food
1051,Ethyl_Levulinate,10883.0,compound,food
1052,Isobutyl_butyrate,10885.0,compound,food
1053,Pentyl_Hexanoate,10886.0,compound,food
1054,Pentyl_Butyrate,10890.0,compound,food
1055,Isobutyl_propionate,10895.0,compound,food
1056,"1,2-Ethanedithiol",10902.0,compound,food
1057,Isoamyl_mercaptan,10925.0,compound,food
1058,"3,3-Dimethylacrylic_acid",10931.0,compound,food
1059,"2,4-Dimethylthiazole",10934.0,compound,food
1060,"1,3-Dichlorobenzene",10943.0,compound,food
1061,Isobutyl_Formate,10957.0,compound,food
1062,Ethyl_isothiocyanate,10966.0,compound,food
1063,Myrcenol,10975.0,compound,food
1064,2-Heptanol,10976.0,compound,food
1065,Dibutyl_sulfide,11002.0,compound,food
1066,Tetradecanoic_acid,11005.0,compound,food
1067,Hexadecane,11006.0,compound,food
1068,3-Thujanone,11027.0,compound,food
1069,Methyl_Isobutyrate,11039.0,compound,food
1070,Methyl_Propionate,11124.0,compound,food
1071,2-Methylthiophene,11126.0,compound,food
1072,Linamarin,11128.0,compound,food
1073,Beta-Phellandrene,11142.0,compound,food
1074,Methyl_isovalerate,11160.0,compound,food
1075,Methyl_Isothiocyanate,11167.0,compound,food
1076,Methyl_Thiocyanate,11168.0,compound,food
1077,3-Methyl-2-Buten-1-Ol,11173.0,compound,food
1078,Propyl_Isovalerate,11176.0,compound,food
1079,Terpinen-4-ol,11230.0,compound,food
1080,3-Methyl-2-Butanone,11251.0,compound,food
1081,2-Methyl-3-Pentanone,11265.0,compound,food
1082,"2,6-Dimethylphenol",11335.0,compound,food
1083,"1-Phenyl-1,2-Propanedione",11363.0,compound,food
1084,"Octane-2,3-dione",11449.0,compound,food
1085,Terpinolene,11463.0,compound,food
1086,gamma-Terpineol,11467.0,compound,food
1087,1-Terpineol,11468.0,compound,food
1088,3-Methyl-1-Pentanol,11508.0,compound,food
1089,3-Hexanone,11509.0,compound,food
1090,Isobutyl_Isovalerate,11514.0,compound,food
1091,3-Heptanol,11520.0,compound,food
1092,"cis-1,4-Dimethylcyclohexane",11523.0,compound,food
1093,3-Octanol,11527.0,compound,food
1094,Butyl_propionate,11529.0,compound,food
1095,2-Methyl-2-Pentanol,11543.0,compound,food
1096,3-Methylbutanal,11552.0,compound,food
1097,alpha-Angelica_lactone,11559.0,compound,food
1098,3-Methylcyclohexanone,11567.0,compound,food
1099,3-Methoxybenzaldehyde,11569.0,compound,food
1100,Levulinic_Acid,11579.0,compound,food
1101,2-Hexanone,11583.0,compound,food
1102,Acetoxyacetone,11593.0,compound,food
1103,Butyl_isothiocyanate,11613.0,compound,food
1104,Butyl_Formate,11614.0,compound,food
1105,Diallyl_Sulfide,11617.0,compound,food
1106,2-Tridecanone,11622.0,compound,food
1107,Octadecane,11635.0,compound,food
1108,3-Methyl-2-Butanol,11732.0,compound,food
1109,"2,3-Pentanedione",11747.0,compound,food
1110,Methyl_2-furoate,11902.0,compound,food
1111,1-Penten-3-Ol,12020.0,compound,food
1112,Ethyl_Pyruvate,12041.0,compound,food
1113,Isopropyl_Isobutyrate,12044.0,compound,food
1114,Dihydrocarveol,12072.0,compound,food
1115,5-Methylfurfural,12097.0,compound,food
1116,3-Methylbenzaldehyde,12105.0,compound,food
1117,Cyclohexyl_Acetate,12146.0,compound,food
1118,Furfuryl_acetate,12170.0,compound,food
1119,3-Hexanol,12178.0,compound,food
1120,Methyl_butyrate,12180.0,compound,food
1121,Methyl_Valerate,12206.0,compound,food
1122,2-Methylbutyl_Acetate,12209.0,compound,food
1123,Ethyl_methyl_sulfide,12230.0,compound,food
1124,Dimethyl_disulfide,12232.0,compound,food
1125,Isopropyl_Formate,12257.0,compound,food
1126,"2,5-Dimethylfuran",12266.0,compound,food
1127,2-Pentyl_Acetate,12278.0,compound,food
1128,Propyl_Hexanoate,12293.0,compound,food
1129,Butyl_hexanoate,12294.0,compound,food
1130,2-Hexanol,12297.0,compound,food
1131,Ethyl_Undecanoate,12327.0,compound,food
1132,5-Methylhexanoic_Acid,12344.0,compound,food
1133,Amyl_acetate,12348.0,compound,food
1134,Ethyl_Palmitate,12366.0,compound,food
1135,2-Nonanol,12367.0,compound,food
1136,Dipropyl_disulfide,12377.0,compound,food
1137,Tridecane,12388.0,compound,food
1138,Tetradecane,12389.0,compound,food
1139,Pentadecane,12391.0,compound,food
1140,1-Hexadecene,12395.0,compound,food
1141,Heptadecane,12398.0,compound,food
1142,Nonadecane,12401.0,compound,food
1143,Heneicosane,12403.0,compound,food
1144,Docosane,12405.0,compound,food
1145,Isopropyl_Propionate,12508.0,compound,food
1146,"2,5-Dimethylthiophene",12514.0,compound,food
1147,Pentyl_formate,12529.0,compound,food
1148,Tricosane,12534.0,compound,food
1149,2-Propylphenol,12570.0,compound,food
1150,Propyl_Isobutyrate,12571.0,compound,food
1151,4-Propylphenol,12580.0,compound,food
1152,3-Phenylpropanenitrile,12581.0,compound,food
1153,4-Methylpentanoic_Acid,12587.0,compound,food
1154,Isoamyl_Isovalerate,12613.0,compound,food
1155,2-Decanone,12741.0,compound,food
1156,4-Methylthiazole,12748.0,compound,food
1157,gamma-Caprolactone,12756.0,compound,food
1158,delta-Octanolactone,12777.0,compound,food
1159,Benzyl_methyl_disulfide,12779.0,compound,food
1160,Delta-Decalactone,12810.0,compound,food
1161,gamma-Decalactone,12813.0,compound,food
1162,Delta-Dodecalactone,12844.0,compound,food
1163,Benzyl_methyl_sulfide,13016.0,compound,food
1164,calcium_lactate,13144.0,compound,food
1165,2-Nonanone,13187.0,compound,food
1166,delta-Hexalactone,13204.0,compound,food
1167,Methyl_2-methylbutyrate,13357.0,compound,food
1168,Allyl_Mercaptan,13367.0,compound,food
1169,6-Undecanone,13561.0,compound,food
1170,6-Methylheptan-2-one,13572.0,compound,food
1171,3-Decanone,13576.0,compound,food
1172,3-Ethyl-o-xylene,13621.0,compound,food
1173,Isopropyl_Benzoate,13654.0,compound,food
1174,1H-Pyrrole-2-carbaldehyde,13854.0,compound,food
1175,2-Acetylpyrrole,14079.0,compound,food
1176,1-Methyl-3-Propylbenzene,14092.0,compound,food
1177,Thymol_methyl_ether,14104.0,compound,food
1178,Hexyl_octanoate,14228.0,compound,food
1179,Myrcenyl_acetate,14235.0,compound,food
1180,Undecane,14257.0,compound,food
1181,2-Acetylpyridine,14286.0,compound,food
1182,"2,3,5,6-Tetramethylpyrazine",14296.0,compound,food
1183,"3',4'-Dimethoxyacetophenone",14328.0,compound,food
1184,2-Methylheptanoic_Acid,14475.0,compound,food
1185,2-Acetylfuran,14505.0,compound,food
1186,3-Methyl-2-Cyclohexen-1-One,14511.0,compound,food
1187,2-Acetyl-5-Methylfuran,14514.0,compound,food
1188,Fenchone,14525.0,compound,food
1189,2-(4-methylphenyl)propan-2-ol,14529.0,compound,food
1190,Calcium_Oxide,14778.0,compound,food
1191,Beta-Pinene,14896.0,compound,food
1192,1-Furfurylpyrrole,15037.0,compound,food
1193,"7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",15094.0,compound,food
1194,Bis(methylthio)methane,15380.0,compound,food
1195,Ethyl_Vinyl_Ketone,15394.0,compound,food
1196,Fenchol,15406.0,compound,food
1197,2-Undecanol,15448.0,compound,food
1198,Ethylcyclohexane,15504.0,compound,food
1199,Decane,15600.0,compound,food
1200,Methyl_Nonanoate,15606.0,compound,food
1201,4-Methyl-5-Vinylthiazole,15654.0,compound,food
1202,Ethyl_3-phenylpropionate,16237.0,compound,food
1203,Isopentyl_octanoate,16255.0,compound,food
1204,Diallyl_trisulfide,16315.0,compound,food
1205,Perillaldehyde,16441.0,compound,food
1206,Terpinyl_formate,16537.0,compound,food
1207,Diallyl_Disulfide,16590.0,compound,food
1208,Allyl_Propyl_Disulfide,16591.0,compound,food
1209,Methyl_propyl_disulfide,16592.0,compound,food
1210,Isopentyl_hexanoate,16617.0,compound,food
1211,l-Menthol,16666.0,compound,food
1212,d-Carvone,16724.0,compound,food
1213,Phenethyl_isothiocyanate,16741.0,compound,food
1214,2-Pentylpyridine,16800.0,compound,food
1215,gamma-Dodecalactone,16821.0,compound,food
1216,Isopropyl_Hexanoate,16832.0,compound,food
1217,Propyl_Benzoate,16846.0,compound,food
1218,Hexyl_isobutyrate,16872.0,compound,food
1219,5-Ethyl-2(5H)-furanone,16997.0,compound,food
1220,"2,2,6-Trimethylcyclohexanone",17000.0,compound,food
1221,Methyl_4-methylvalerate,17008.0,compound,food
1222,"2,3,6-Trimethylphenol",17016.0,compound,food
1223,"9-Octadecenal,_(9E)-",17029.0,compound,food
1224,alpha-TERPINEOL,17100.0,compound,food
1225,1-Octen-3-yl_acetate,17121.0,compound,food
1226,2-METHYLBUTYL_2-METHYLBUTYRATE,17129.0,compound,food
1227,Hexyl_Butyrate,17525.0,compound,food
1228,3-Methyl-2-Cyclopenten-1-One,17691.0,compound,food
1229,Pentadecanal,17697.0,compound,food
1230,2-Methoxy-4-Propylphenol,17739.0,compound,food
1231,3-Thujene,17868.0,compound,food
1232,2-Methoxypyrazine,18467.0,compound,food
1233,2-Methyltetrahydrofuran-3-One,18522.0,compound,food
1234,2-Ethylfuran,18554.0,compound,food
1235,3-(Methylthio)propionaldehyde,18635.0,compound,food
1236,Ethyl_cyclohexanecarboxylate,18686.0,compound,food
1237,Delta-Nonalactone,18698.0,compound,food
1238,Sabinene,18818.0,compound,food
1239,1-Octen-3-Ol,18827.0,compound,food
1240,"3,5,5-Trimethylhexan-1-ol",18938.0,compound,food
1241,Phenoxyacetic_Acid,19188.0,compound,food
1242,3658-77-3,19309.0,compound,food
1243,Dimethyl_trisulfide,19310.0,compound,food
1244,2-Pentylfuran,19602.0,compound,food
1245,2-Heptylfuran,19603.0,compound,food
1246,"1,1-Diethoxy-3-Methylbutane",19695.0,compound,food
1247,"2,3-Hexanedione",19707.0,compound,food
1248,Methyl_propyl_sulfide,19754.0,compound,food
1249,Octan-2-ol,20083.0,compound,food
1250,Difurfuryl_Disulfide,20499.0,compound,food
1251,2-Butylfuran,20534.0,compound,food
1252,2-Methylhexanoic_Acid,20653.0,compound,food
1253,6-Methylhept-5-en-2-ol,20745.0,compound,food
1254,Methyl_cyclohexanecarboxylate,20748.0,compound,food
1255,4674-50-4,20797.0,compound,food
1256,Disodium_5'-inosinate,20819.0,compound,food
1257,4-Ethylbenzaldehyde,20861.0,compound,food
1258,1-Hexen-3-Ol,20928.0,compound,food
1259,2-Pentylthiophene,20995.0,compound,food
1260,1-Hepten-3-Ol,21057.0,compound,food
1261,8-Nonen-2-one,21108.0,compound,food
1262,Butyl_Heptanoate,21596.0,compound,food
